Артикул,url,public_id,asset_id
386-28,http://res.cloudinary.com/lkhripunova/image/private/s--xkZtSl2K--/v1608229568/palitra/eb79kjfcwyj621rd3w37.jpg,palitra/eb79kjfcwyj621rd3w37,2366d49a4ab3bc0f9f6af26ab37a1cc8
386-14,http://res.cloudinary.com/lkhripunova/image/private/s--51JvWbwa--/v1608229569/palitra/dmq1uvm27san3gviu1lb.jpg,palitra/dmq1uvm27san3gviu1lb,345261cd2b80111e66bec559cde3dca4
713-11,http://res.cloudinary.com/lkhripunova/image/private/s--wQmWJqgB--/v1608229569/palitra/ojz1ggf6uvabhb5qdbxl.jpg,palitra/ojz1ggf6uvabhb5qdbxl,17d242a717d24825796a38603bfc8ae1
377-12,http://res.cloudinary.com/lkhripunova/image/private/s--xQh6asc9--/v1608229570/palitra/hcn1o5rr64hq05fzismu.jpg,palitra/hcn1o5rr64hq05fzismu,c7dfb64a0ca4fbf6ec87dd56e1dfe31f
519-37,http://res.cloudinary.com/lkhripunova/image/private/s--B5c_BB3t--/v1608229570/palitra/jdcu64bduahhgtgm7oxr.jpg,palitra/jdcu64bduahhgtgm7oxr,c1e511c4b9a25b11968cf24c5d6302c4
350-56,http://res.cloudinary.com/lkhripunova/image/private/s--3giCuJJf--/v1608229571/palitra/n2lns44e54eueysen9it.jpg,palitra/n2lns44e54eueysen9it,e551d9213dcf94af4b1a7d1d4c6952ef
737-38,http://res.cloudinary.com/lkhripunova/image/private/s--Xc1PD7Je--/v1608229571/palitra/j3vjwvxhplog133gyrdy.jpg,palitra/j3vjwvxhplog133gyrdy,3418152f31e0ff43c88be9b35bc6d62e
372-22,http://res.cloudinary.com/lkhripunova/image/private/s--kNpMO06y--/v1608229572/palitra/k6fne1ddytvco8yg50qz.jpg,palitra/k6fne1ddytvco8yg50qz,71e6c6c5cdcf0cb16f9c0819d22aabf0
523-23,http://res.cloudinary.com/lkhripunova/image/private/s--MfBgnGOQ--/v1608229572/palitra/wdfh06vp7nrsp4vqyon2.jpg,palitra/wdfh06vp7nrsp4vqyon2,3671b2221ab02d8d0760cbff511e6397
1368-17,http://res.cloudinary.com/lkhripunova/image/private/s--siXoHIK6--/v1608229573/palitra/zyopx2gjieelrwo8npbx.jpg,palitra/zyopx2gjieelrwo8npbx,33d46c5bc83b92bf515e82d85644d79f
3136-33,http://res.cloudinary.com/lkhripunova/image/private/s--WEv9MF-2--/v1608229574/palitra/duvvb82ncmsyps2df4ok.jpg,palitra/duvvb82ncmsyps2df4ok,e037cdecef6839b5ddeb9fdedce670f4
383-25,http://res.cloudinary.com/lkhripunova/image/private/s--E2RU6y2L--/v1608229574/palitra/xjwiquzgwybcdthssz6s.jpg,palitra/xjwiquzgwybcdthssz6s,e4f4f0fbca28f9415fb5eca921e6ce55
737-11,http://res.cloudinary.com/lkhripunova/image/private/s--uqImO3wF--/v1608229575/palitra/ntyu0remvwsuoeosf6up.jpg,palitra/ntyu0remvwsuoeosf6up,fb18f88b02153fe18212ad452bc20f16
520-72,http://res.cloudinary.com/lkhripunova/image/private/s--Kq8p60kn--/v1608229575/palitra/ojhhefxckehq8hia0ov6.jpg,palitra/ojhhefxckehq8hia0ov6,eaeb8ca21c642d9100023642db8a3e8e
0746-22,http://res.cloudinary.com/lkhripunova/image/private/s--25_q_0zy--/v1608229576/palitra/ruphb1qcchakgxix68wm.jpg,palitra/ruphb1qcchakgxix68wm,6c5b80baec6194473d37e33168fb4bfd
727-28,http://res.cloudinary.com/lkhripunova/image/private/s--sjqS9AFn--/v1608229577/palitra/yxtqog9tkp8deveunm9p.jpg,palitra/yxtqog9tkp8deveunm9p,da699c1325cb229059e432e75a673613
0726-73,http://res.cloudinary.com/lkhripunova/image/private/s--GOz7IVij--/v1608229577/palitra/rvoexxf3xfvji59xdcww.jpg,palitra/rvoexxf3xfvji59xdcww,8ec765ac9b07ad8bc51a8e5b31d59b80
387-41,http://res.cloudinary.com/lkhripunova/image/private/s--ahWUAJ7m--/v1608229578/palitra/snrv63ob21vgtr1m6g6v.jpg,palitra/snrv63ob21vgtr1m6g6v,e0e92e2fa76f7731cdc360ead4ee1e7f
0743-12,http://res.cloudinary.com/lkhripunova/image/private/s--3UCs7E0P--/v1608229579/palitra/als3hms8oqsdrx8m4yej.jpg,palitra/als3hms8oqsdrx8m4yej,8b94baf5ee2b1d383273defc820e628b
373-77,http://res.cloudinary.com/lkhripunova/image/private/s--n4TSrI0Z--/v1608229579/palitra/tt51mehlhtz2yw7aklvx.jpg,palitra/tt51mehlhtz2yw7aklvx,43af34755c481ef05ef042ad18067ccf
0737-22,http://res.cloudinary.com/lkhripunova/image/private/s--UUV__7mD--/v1608229580/palitra/dcpc5h8dstv1onghuxl9.jpg,palitra/dcpc5h8dstv1onghuxl9,679a5ac6880d1ae510eed8e53f6bf0c6
